Source,Target,Board
07C9QD-E,05ML2D-E,"AlixPartners, LLP"
06YVG7-E,05ML2D-E,"AlixPartners, LLP"
081WYT-E,05ML2D-E,"AlixPartners, LLP"
07C9QX-E,05ML2D-E,"AlixPartners, LLP"
06CYP6-E,05ML2D-E,"AlixPartners, LLP"
06CYP7-E,05ML2D-E,"AlixPartners, LLP"
07C9RC-E,05ML2D-E,"AlixPartners, LLP"
06CYPL-E,05ML2D-E,"AlixPartners, LLP"
004NTJ-E,05ML2D-E,"AlixPartners, LLP"
005Y4X-E,05ML2D-E,"AlixPartners, LLP"
07C9SC-E,05ML2D-E,"AlixPartners, LLP"
07C9QQ-E,05ML2D-E,"AlixPartners, LLP"
0BDCN7-E,05ML2D-E,"AlixPartners, LLP"
06HQJ2-E,05YXZN-E,Battle Creek Health System
06HQJ0-E,05YXZN-E,Battle Creek Health System
06HQJ3-E,05YXZN-E,Battle Creek Health System
06HQJ4-E,05YXZN-E,Battle Creek Health System
06HQJ5-E,05YXZN-E,Battle Creek Health System
06HQJ8-E,05YXZN-E,Battle Creek Health System
06HQJB-E,05YXZN-E,Battle Creek Health System
06HQJD-E,05YXZN-E,Battle Creek Health System
06HQJK-E,05YXZN-E,Battle Creek Health System
06HQJP-E,05YXZN-E,Battle Creek Health System
06HQJS-E,05YXZN-E,Battle Creek Health System
06HQJG-E,05YXZN-E,Battle Creek Health System
06HQJV-E,05YXZN-E,Battle Creek Health System
06HQJX-E,05YXZN-E,Battle Creek Health System
05M658-E,06STBL-E,Isabella Bank
0852WV-E,06STBL-E,Isabella Bank
05M65D-E,06STBL-E,Isabella Bank
05DWYF-E,06STBL-E,Isabella Bank
05DWYG-E,06STBL-E,Isabella Bank
00CCF4-E,06STBL-E,Isabella Bank
094XXP-E,06STBL-E,Isabella Bank
00CCDS-E,06STBL-E,Isabella Bank
0064D6-E,06STBL-E,Isabella Bank
06PZXX-E,06STBL-E,Isabella Bank
00CCCW-E,06STBL-E,Isabella Bank
0CN1P5-E,06STBL-E,Isabella Bank
05M65Y-E,06STBL-E,Isabella Bank
0C918B-E,07D08Y-E,Talmer Bank and Trust
0C919G-E,07D08Y-E,Talmer Bank and Trust
05FSG8-E,07D08Y-E,Talmer Bank and Trust
0BML8J-E,07D08Y-E,Talmer Bank and Trust
0C917X-E,07D08Y-E,Talmer Bank and Trust
05X2BZ-E,07D08Y-E,Talmer Bank and Trust
007434-E,07D08Y-E,Talmer Bank and Trust
05KPQ2-E,07D08Y-E,Talmer Bank and Trust
0040CX-E,07D08Y-E,Talmer Bank and Trust
0C918L-E,07D08Y-E,Talmer Bank and Trust
073YQM-E,07D08Y-E,Talmer Bank and Trust
06VMQV-E,07D08Y-E,Talmer Bank and Trust
05FF0B-E,07D08Y-E,Talmer Bank and Trust
05GYH1-E,06S64S-E,Macatawa Bank
07GGZ0-E,06S64S-E,Macatawa Bank
0B2C6V-E,06S64S-E,Macatawa Bank
0B2C7V-E,06S64S-E,Macatawa Bank
0B53HQ-E,06S64S-E,Macatawa Bank
07KQH0-E,06S64S-E,Macatawa Bank
05GYGY-E,06S64S-E,Macatawa Bank
05KQL8-E,06S64S-E,Macatawa Bank
081QQX-E,06S64S-E,Macatawa Bank
00C8ZQ-E,06S64S-E,Macatawa Bank
067BGN-E,06S64S-E,Macatawa Bank
08BFRT-E,06S64S-E,Macatawa Bank
06QY0Y-E,07NRGK-E,Chrysler Group LLC
0DRCJF-E,07NRGK-E,Chrysler Group LLC
065TG5-E,07NRGK-E,Chrysler Group LLC
0DJ84M-E,07NRGK-E,Chrysler Group LLC
06DX3B-E,07NRGK-E,Chrysler Group LLC
06H016-E,07NRGK-E,Chrysler Group LLC
06VZ1Y-E,07NRGK-E,Chrysler Group LLC
08H5YJ-E,07NRGK-E,Chrysler Group LLC
05DWWW-E,07NRGK-E,Chrysler Group LLC
05F5R0-E,07NRGK-E,Chrysler Group LLC
06GJYF-E,07NRGK-E,Chrysler Group LLC
05DV7X-E,07NRGK-E,Chrysler Group LLC
05DV59-E,000F58-E,Consumers Energy Company
004ZG1-E,000F58-E,Consumers Energy Company
05FD34-E,000F58-E,Consumers Energy Company
006PWY-E,000F58-E,Consumers Energy Company
05FHQP-E,000F58-E,Consumers Energy Company
05FN44-E,000F58-E,Consumers Energy Company
05F2R4-E,000F58-E,Consumers Energy Company
0048J5-E,000F58-E,Consumers Energy Company
05DYVT-E,000F58-E,Consumers Energy Company
00663S-E,000F58-E,Consumers Energy Company
05F3XY-E,000F58-E,Consumers Energy Company
05DVM8-E,00BMNB-E,"Aeroflex/Inmet, Inc."
06NL13-E,00BMNB-E,"Aeroflex/Inmet, Inc."
05FHW6-E,00BMNB-E,"Aeroflex/Inmet, Inc."
007KLF-E,00BMNB-E,"Aeroflex/Inmet, Inc."
07H5F5-E,00BMNB-E,"Aeroflex/Inmet, Inc."
06K3MJ-E,00BMNB-E,"Aeroflex/Inmet, Inc."
0628Y3-E,00BMNB-E,"Aeroflex/Inmet, Inc."
05G8XZ-E,00BMNB-E,"Aeroflex/Inmet, Inc."
004HW5-E,00BMNB-E,"Aeroflex/Inmet, Inc."
063Z5X-E,00BMNB-E,"Aeroflex/Inmet, Inc."
06ZGPY-E,00BMNB-E,"Aeroflex/Inmet, Inc."
05G07C-E,06NHV4-E,"Flagstar Bank, FSB"
00C1SN-E,06NHV4-E,"Flagstar Bank, FSB"
005Z3N-E,06NHV4-E,"Flagstar Bank, FSB"
00CDQK-E,06NHV4-E,"Flagstar Bank, FSB"
05G07B-E,06NHV4-E,"Flagstar Bank, FSB"
003WMZ-E,06NHV4-E,"Flagstar Bank, FSB"
05KHQ7-E,06NHV4-E,"Flagstar Bank, FSB"
05G079-E,06NHV4-E,"Flagstar Bank, FSB"
076N9J-E,06NHV4-E,"Flagstar Bank, FSB"
064S0W-E,06NHV4-E,"Flagstar Bank, FSB"
061TFX-E,06NHV4-E,"Flagstar Bank, FSB"
0636JX-E,07KYJ3-E,"Fraunhofer USA, Inc."
0B44TJ-E,07KYJ3-E,"Fraunhofer USA, Inc."
09RQ6W-E,07KYJ3-E,"Fraunhofer USA, Inc."
0D0ZPY-E,07KYJ3-E,"Fraunhofer USA, Inc."
08XK1L-E,07KYJ3-E,"Fraunhofer USA, Inc."
07BZFX-E,07KYJ3-E,"Fraunhofer USA, Inc."
0D0ZQF-E,07KYJ3-E,"Fraunhofer USA, Inc."
0D0ZR7-E,07KYJ3-E,"Fraunhofer USA, Inc."
0D0ZP5-E,07KYJ3-E,"Fraunhofer USA, Inc."
08XK27-E,07KYJ3-E,"Fraunhofer USA, Inc."
0D0ZQK-E,07KYJ3-E,"Fraunhofer USA, Inc."
06HQ8H-E,063PPM-E,Accident Fund Insurance Co. of America
066104-E,063PPM-E,Accident Fund Insurance Co. of America
06HQ8L-E,063PPM-E,Accident Fund Insurance Co. of America
06HQ8M-E,063PPM-E,Accident Fund Insurance Co. of America
065S2C-E,063PPM-E,Accident Fund Insurance Co. of America
06GX9J-E,063PPM-E,Accident Fund Insurance Co. of America
06HQ8P-E,063PPM-E,Accident Fund Insurance Co. of America
06HQ8Q-E,063PPM-E,Accident Fund Insurance Co. of America
065C9K-E,063PPM-E,Accident Fund Insurance Co. of America
065C9G-E,063PPM-E,Accident Fund Insurance Co. of America
06HQ8R-E,063PPM-E,Accident Fund Insurance Co. of America
07MTV3-E,0093Q3-E,"Actavision Ventures, Inc."
07MTVF-E,0093Q3-E,"Actavision Ventures, Inc."
07MTTW-E,0093Q3-E,"Actavision Ventures, Inc."
07MTVK-E,0093Q3-E,"Actavision Ventures, Inc."
07MTV9-E,0093Q3-E,"Actavision Ventures, Inc."
0046CD-E,0093Q3-E,"Actavision Ventures, Inc."
07MTV6-E,0093Q3-E,"Actavision Ventures, Inc."
07MTTT-E,0093Q3-E,"Actavision Ventures, Inc."
06529P-E,0093Q3-E,"Actavision Ventures, Inc."
07MTVR-E,0093Q3-E,"Actavision Ventures, Inc."
06WSZG-E,0093Q3-E,"Actavision Ventures, Inc."
0047X8-E,00C88T-E,Delphi Automotive LLP
05DYV0-E,00C88T-E,Delphi Automotive LLP
05GR27-E,00C88T-E,Delphi Automotive LLP
002JXB-E,00C88T-E,Delphi Automotive LLP
05DVBB-E,00C88T-E,Delphi Automotive LLP
0BT7YV-E,00C88T-E,Delphi Automotive LLP
05DYNZ-E,00C88T-E,Delphi Automotive LLP
067DKS-E,00C88T-E,Delphi Automotive LLP
0BTB2H-E,00C88T-E,Delphi Automotive LLP
004FKX-E,00C88T-E,Delphi Automotive LLP
00DHWK-E,06SC5S-E,Mercantile Bank of Michigan
05HSKM-E,06SC5S-E,Mercantile Bank of Michigan
05H31F-E,06SC5S-E,Mercantile Bank of Michigan
00DHWR-E,06SC5S-E,Mercantile Bank of Michigan
00DHWS-E,06SC5S-E,Mercantile Bank of Michigan
05HSKP-E,06SC5S-E,Mercantile Bank of Michigan
002WM1-E,06SC5S-E,Mercantile Bank of Michigan
05H31S-E,06SC5S-E,Mercantile Bank of Michigan
05H31M-E,06SC5S-E,Mercantile Bank of Michigan
06XH40-E,06SC5S-E,Mercantile Bank of Michigan
06B83Z-E,05ND66-E,Michigan Sugar Co.
07473H-E,05ND66-E,Michigan Sugar Co.
06LF6V-E,05ND66-E,Michigan Sugar Co.
06LF70-E,05ND66-E,Michigan Sugar Co.
06LF72-E,05ND66-E,Michigan Sugar Co.
06LF64-E,05ND66-E,Michigan Sugar Co.
07473L-E,05ND66-E,Michigan Sugar Co.
06LF79-E,05ND66-E,Michigan Sugar Co.
07473M-E,05ND66-E,Michigan Sugar Co.
07473N-E,05ND66-E,Michigan Sugar Co.
06XTVB-E,05LMK6-E,Southern Michigan Bank & Trust
005B4T-E,05LMK6-E,Southern Michigan Bank & Trust
006QTN-E,05LMK6-E,Southern Michigan Bank & Trust
05SMHX-E,05LMK6-E,Southern Michigan Bank & Trust
005B5D-E,05LMK6-E,Southern Michigan Bank & Trust
005B6W-E,05LMK6-E,Southern Michigan Bank & Trust
006QV0-E,05LMK6-E,Southern Michigan Bank & Trust
06Q761-E,05LMK6-E,Southern Michigan Bank & Trust
005B5Q-E,05LMK6-E,Southern Michigan Bank & Trust
005B56-E,05LMK6-E,Southern Michigan Bank & Trust
09JM1C-E,06PWH9-E,Eastern Michigan Bank
06PWHD-E,06PWH9-E,Eastern Michigan Bank
09JM3R-E,06PWH9-E,Eastern Michigan Bank
09JM4B-E,06PWH9-E,Eastern Michigan Bank
09JM6D-E,06PWH9-E,Eastern Michigan Bank
0CK99N-E,06PWH9-E,Eastern Michigan Bank
0CK99K-E,06PWH9-E,Eastern Michigan Bank
06PWHJ-E,06PWH9-E,Eastern Michigan Bank
09JM4V-E,06PWH9-E,Eastern Michigan Bank
0CZWHW-E,06PWH9-E,Eastern Michigan Bank
0B9JFT-E,0643QL-E,Bay Regional Medical Center
0B9JGV-E,0643QL-E,Bay Regional Medical Center
0B9JFG-E,0643QL-E,Bay Regional Medical Center
0679BF-E,0643QL-E,Bay Regional Medical Center
0679BK-E,0643QL-E,Bay Regional Medical Center
0096K9-E,0643QL-E,Bay Regional Medical Center
0B9JJG-E,0643QL-E,Bay Regional Medical Center
0679BL-E,0643QL-E,Bay Regional Medical Center
071HQ9-E,0643QL-E,Bay Regional Medical Center
0B9JJW-E,0643QL-E,Bay Regional Medical Center
0CZJHW-E,084LZ6-E,"Century Bank & Trust (Coldwater, Michigan)"
0CZJGD-E,084LZ6-E,"Century Bank & Trust (Coldwater, Michigan)"
0CZJH6-E,084LZ6-E,"Century Bank & Trust (Coldwater, Michigan)"
0CZJJN-E,084LZ6-E,"Century Bank & Trust (Coldwater, Michigan)"
0CZJGK-E,084LZ6-E,"Century Bank & Trust (Coldwater, Michigan)"
0CZJHC-E,084LZ6-E,"Century Bank & Trust (Coldwater, Michigan)"
0CZJHR-E,084LZ6-E,"Century Bank & Trust (Coldwater, Michigan)"
0661ZP-E,084LZ6-E,"Century Bank & Trust (Coldwater, Michigan)"
0CZJJ9-E,084LZ6-E,"Century Bank & Trust (Coldwater, Michigan)"
0CZJGZ-E,084LZ6-E,"Century Bank & Trust (Coldwater, Michigan)"
002PVV-E,0018LC-E,Somanetics Corp
0058X2-E,0018LC-E,Somanetics Corp
08986L-E,0018LC-E,Somanetics Corp
009BLJ-E,0018LC-E,Somanetics Corp
09YB7H-E,0018LC-E,Somanetics Corp
064PS8-E,0018LC-E,Somanetics Corp
009BMK-E,0018LC-E,Somanetics Corp
07SVHZ-E,0018LC-E,Somanetics Corp
075PCP-E,0018LC-E,Somanetics Corp
006JP6-E,05X0DV-E,"Great Lakes Health Plan, Inc."
0BRH25-E,05X0DV-E,"Great Lakes Health Plan, Inc."
0CM0MT-E,05X0DV-E,"Great Lakes Health Plan, Inc."
0BRH2B-E,05X0DV-E,"Great Lakes Health Plan, Inc."
0701HQ-E,05X0DV-E,"Great Lakes Health Plan, Inc."
069BZF-E,05X0DV-E,"Great Lakes Health Plan, Inc."
0BRH2F-E,05X0DV-E,"Great Lakes Health Plan, Inc."
05H48W-E,05X0DV-E,"Great Lakes Health Plan, Inc."
05JVRZ-E,05X0DV-E,"Great Lakes Health Plan, Inc."
05FM4P-E,08C9L3-E,syncreon International Group
05GD9G-E,08C9L3-E,syncreon International Group
0DBPV5-E,08C9L3-E,syncreon International Group
068QND-E,08C9L3-E,syncreon International Group
060D9Z-E,08C9L3-E,syncreon International Group
06HFNJ-E,08C9L3-E,syncreon International Group
0C1TG7-E,08C9L3-E,syncreon International Group
004ZDB-E,08C9L3-E,syncreon International Group
095H0K-E,08C9L3-E,syncreon International Group
05FM4P-E,07LJCR-E,"Syncreon.US, Inc."
06NTN4-E,07LJCR-E,"Syncreon.US, Inc."
05GD9G-E,07LJCR-E,"Syncreon.US, Inc."
06HFNJ-E,07LJCR-E,"Syncreon.US, Inc."
05KPSX-E,07LJCR-E,"Syncreon.US, Inc."
0BPRKK-E,07LJCR-E,"Syncreon.US, Inc."
064FQL-E,07LJCR-E,"Syncreon.US, Inc."
004ZDB-E,07LJCR-E,"Syncreon.US, Inc."
095H0K-E,07LJCR-E,"Syncreon.US, Inc."
05H278-E,06VS72-E,mBank
05J7WW-E,06VS72-E,mBank
06NH32-E,06VS72-E,mBank
004717-E,06VS72-E,mBank
009WRL-E,06VS72-E,mBank
006Q61-E,06VS72-E,mBank
006Q63-E,06VS72-E,mBank
06HWLD-E,06VS72-E,mBank
05KLTM-E,06VS72-E,mBank
07C4VR-E,06XYGS-E,POH Regional Medical Center
082HNZ-E,06XYGS-E,POH Regional Medical Center
084D6L-E,06XYGS-E,POH Regional Medical Center
05J36D-E,06XYGS-E,POH Regional Medical Center
084D79-E,06XYGS-E,POH Regional Medical Center
084D7G-E,06XYGS-E,POH Regional Medical Center
084D88-E,06XYGS-E,POH Regional Medical Center
084D7L-E,06XYGS-E,POH Regional Medical Center
084D7Q-E,06XYGS-E,POH Regional Medical Center
07N2QW-E,005RNC-E,"The State Bank (Fenton, Michigan)"
0BVTGN-E,005RNC-E,"The State Bank (Fenton, Michigan)"
05JP3L-E,005RNC-E,"The State Bank (Fenton, Michigan)"
00DF5W-E,005RNC-E,"The State Bank (Fenton, Michigan)"
05JP3P-E,005RNC-E,"The State Bank (Fenton, Michigan)"
0DWZZV-E,005RNC-E,"The State Bank (Fenton, Michigan)"
00443D-E,005RNC-E,"The State Bank (Fenton, Michigan)"
0B60WM-E,005RNC-E,"The State Bank (Fenton, Michigan)"
065QJZ-E,005RNC-E,"The State Bank (Fenton, Michigan)"
0B5F3W-E,001J60-E,Penske Corporation
05G6NZ-E,001J60-E,Penske Corporation
05H1R5-E,001J60-E,Penske Corporation
002PL0-E,001J60-E,Penske Corporation
05FLQY-E,001J60-E,Penske Corporation
05G6P2-E,001J60-E,Penske Corporation
05DW4N-E,001J60-E,Penske Corporation
0058JC-E,001J60-E,Penske Corporation
067FPZ-E,001J60-E,Penske Corporation
0CZBX0-E,05KG9X-E,Chelsea State Bank
07MZ5X-E,05KG9X-E,Chelsea State Bank
06HZQY-E,05KG9X-E,Chelsea State Bank
067YSG-E,05KG9X-E,Chelsea State Bank
07MZ4T-E,05KG9X-E,Chelsea State Bank
06H19Q-E,05KG9X-E,Chelsea State Bank
07MZ4Q-E,05KG9X-E,Chelsea State Bank
0CZBX9-E,05KG9X-E,Chelsea State Bank
05G123-E,05KG9X-E,Chelsea State Bank
004RLT-E,06KQ7C-E,"FinCor Holdings, Inc."
05GWC9-E,06KQ7C-E,"FinCor Holdings, Inc."
070QRT-E,06KQ7C-E,"FinCor Holdings, Inc."
070QS1-E,06KQ7C-E,"FinCor Holdings, Inc."
070QS8-E,06KQ7C-E,"FinCor Holdings, Inc."
070QSG-E,06KQ7C-E,"FinCor Holdings, Inc."
070QSS-E,06KQ7C-E,"FinCor Holdings, Inc."
06CSWC-E,06KQ7C-E,"FinCor Holdings, Inc."
0069KW-E,001CG8-E,Autocam Corp Com
066B1P-E,001CG8-E,Autocam Corp Com
05G6NZ-E,001CG8-E,Autocam Corp Com
066B20-E,001CG8-E,Autocam Corp Com
002PBG-E,001CG8-E,Autocam Corp Com
064P4S-E,001CG8-E,Autocam Corp Com
065SXT-E,001CG8-E,Autocam Corp Com
006VX9-E,001CG8-E,Autocam Corp Com
05DZ06-E,003Z44-E,"TRW Automotive, Inc."
05G1S0-E,003Z44-E,"TRW Automotive, Inc."
002GMN-E,003Z44-E,"TRW Automotive, Inc."
005F17-E,003Z44-E,"TRW Automotive, Inc."
05F267-E,003Z44-E,"TRW Automotive, Inc."
05G1S2-E,003Z44-E,"TRW Automotive, Inc."
05DV98-E,003Z44-E,"TRW Automotive, Inc."
074TND-E,003Z44-E,"TRW Automotive, Inc."
05H2F8-E,005R7Q-E,Lapeer County Bank & Trust Co.
0D03YG-E,005R7Q-E,Lapeer County Bank & Trust Co.
05H2FB-E,005R7Q-E,Lapeer County Bank & Trust Co.
05LG7Z-E,005R7Q-E,Lapeer County Bank & Trust Co.
0D03YQ-E,005R7Q-E,Lapeer County Bank & Trust Co.
05H2F4-E,005R7Q-E,Lapeer County Bank & Trust Co.
05H2DZ-E,005R7Q-E,Lapeer County Bank & Trust Co.
05H2FD-E,005R7Q-E,Lapeer County Bank & Trust Co.
05JNCV-E,06VB92-E,First National Bank in Howell (Michigan)
0BGHL1-E,06VB92-E,First National Bank in Howell (Michigan)
00BT6T-E,06VB92-E,First National Bank in Howell (Michigan)
0DQJTT-E,06VB92-E,First National Bank in Howell (Michigan)
05JNCY-E,06VB92-E,First National Bank in Howell (Michigan)
0048HS-E,06VB92-E,First National Bank in Howell (Michigan)
06P017-E,06VB92-E,First National Bank in Howell (Michigan)
05JND7-E,06VB92-E,First National Bank in Howell (Michigan)
06B8LN-E,05N3DL-E,"Alticor, Inc."
002VLF-E,05N3DL-E,"Alticor, Inc."
005T78-E,05N3DL-E,"Alticor, Inc."
05F0BC-E,05N3DL-E,"Alticor, Inc."
05GQ22-E,05N3DL-E,"Alticor, Inc."
06DTWD-E,05N3DL-E,"Alticor, Inc."
069HZH-E,05N3DL-E,"Alticor, Inc."
06LG6R-E,05N3DL-E,"Alticor, Inc."
06SQ4C-E,000KN5-E,Ford Motor Credit Company
061LSX-E,000KN5-E,Ford Motor Credit Company
0DNKNS-E,000KN5-E,Ford Motor Credit Company
0676HB-E,000KN5-E,Ford Motor Credit Company
06WWBZ-E,000KN5-E,Ford Motor Credit Company
0DNKP7-E,000KN5-E,Ford Motor Credit Company
0BQKWX-E,000KN5-E,Ford Motor Credit Company
071GPC-E,000KN5-E,Ford Motor Credit Company
07752C-E,07ZVYG-E,Grand River Bank
07752H-E,07ZVYG-E,Grand River Bank
07DT6Z-E,07ZVYG-E,Grand River Bank
0044HP-E,07ZVYG-E,Grand River Bank
00D7YN-E,07ZVYG-E,Grand River Bank
0C8D79-E,07ZVYG-E,Grand River Bank
07DT7G-E,07ZVYG-E,Grand River Bank
07DT7M-E,07ZVYG-E,Grand River Bank
00683Q-E,005FF0-E,Fremont Mich Insuracorp Inc Cl A
06D13M-E,005FF0-E,Fremont Mich Insuracorp Inc Cl A
00683X-E,005FF0-E,Fremont Mich Insuracorp Inc Cl A
008VC5-E,005FF0-E,Fremont Mich Insuracorp Inc Cl A
006842-E,005FF0-E,Fremont Mich Insuracorp Inc Cl A
006845-E,005FF0-E,Fremont Mich Insuracorp Inc Cl A
008QH7-E,005FF0-E,Fremont Mich Insuracorp Inc Cl A
05G32Y-E,001P5Y-E,Noble Intl Ltd Com
06653Z-E,001P5Y-E,Noble Intl Ltd Com
07KTTZ-E,001P5Y-E,Noble Intl Ltd Com
06TMXY-E,001P5Y-E,Noble Intl Ltd Com
076ZHN-E,001P5Y-E,Noble Intl Ltd Com
076ZJ0-E,001P5Y-E,Noble Intl Ltd Com
005M97-E,001P5Y-E,Noble Intl Ltd Com
05X9B9-E,06VY78-E,Monarch Community Bank
05X9B8-E,06VY78-E,Monarch Community Bank
005KRV-E,06VY78-E,Monarch Community Bank
002NWP-E,06VY78-E,Monarch Community Bank
07514H-E,06VY78-E,Monarch Community Bank
07514M-E,06VY78-E,Monarch Community Bank
005SX0-E,06VY78-E,Monarch Community Bank
061502-E,005QGT-E,Citizens National Bank of Cheboygan
0059QN-E,005QGT-E,Citizens National Bank of Cheboygan
06G7KW-E,005QGT-E,Citizens National Bank of Cheboygan
094N65-E,005QGT-E,Citizens National Bank of Cheboygan
06G7KZ-E,005QGT-E,Citizens National Bank of Cheboygan
0CNQMB-E,005QGT-E,Citizens National Bank of Cheboygan
061504-E,005QGT-E,Citizens National Bank of Cheboygan
068Z6K-E,003WXK-E,Professionals Direct Inc Com
004XRD-E,003WXK-E,Professionals Direct Inc Com
0057GC-E,003WXK-E,Professionals Direct Inc Com
06G051-E,003WXK-E,Professionals Direct Inc Com
007NDV-E,003WXK-E,Professionals Direct Inc Com
05DY17-E,003WXK-E,Professionals Direct Inc Com
066MB5-E,003WXK-E,Professionals Direct Inc Com
06YZHH-E,06YWVY-E,Michigan Venture Capital Association
05RB6Z-E,06YWVY-E,Michigan Venture Capital Association
05MD8L-E,06YWVY-E,Michigan Venture Capital Association
06BHCF-E,06YWVY-E,Michigan Venture Capital Association
0DJM4B-E,06YWVY-E,Michigan Venture Capital Association
06KKSR-E,06YWVY-E,Michigan Venture Capital Association
0CGWH9-E,06YWVY-E,Michigan Venture Capital Association
0DD7PB-E,07RPZ0-E,Edgewater Bank
075DY1-E,07RPZ0-E,Edgewater Bank
0DD7Q5-E,07RPZ0-E,Edgewater Bank
0DD7R4-E,07RPZ0-E,Edgewater Bank
0DD7RK-E,07RPZ0-E,Edgewater Bank
0DD7SN-E,07RPZ0-E,Edgewater Bank
0DNSDG-E,07RPZ0-E,Edgewater Bank
0DXQPV-E,060M64-E,Dart Bank
0DXQP5-E,060M64-E,Dart Bank
0DXQMT-E,060M64-E,Dart Bank
07JXJ2-E,060M64-E,Dart Bank
0DXQMC-E,060M64-E,Dart Bank
0DXQP0-E,060M64-E,Dart Bank
0DXQM6-E,060M64-E,Dart Bank
002QCF-E,05ZGCG-E,"Key Safety Systems, Inc."
06PLHQ-E,05ZGCG-E,"Key Safety Systems, Inc."
009BMT-E,05ZGCG-E,"Key Safety Systems, Inc."
06C65D-E,05ZGCG-E,"Key Safety Systems, Inc."
07977N-E,05ZGCG-E,"Key Safety Systems, Inc."
06FW79-E,05ZGCG-E,"Key Safety Systems, Inc."
05GYR6-E,05LC20-E,Trinity Health Corp.
05H2SM-E,05LC20-E,Trinity Health Corp.
094TTB-E,05LC20-E,Trinity Health Corp.
064ZWS-E,05LC20-E,Trinity Health Corp.
05F198-E,05LC20-E,Trinity Health Corp.
068V2K-E,05LC20-E,Trinity Health Corp.
05HRQC-E,05KWK2-E,Detroit Medical Center
074SBT-E,05KWK2-E,Detroit Medical Center
0D7RP9-E,05KWK2-E,Detroit Medical Center
05FHVJ-E,05KWK2-E,Detroit Medical Center
061T72-E,05KWK2-E,Detroit Medical Center
0051ZP-E,05KWK2-E,Detroit Medical Center
05HRSN-E,05W97B-E,"Meijer, Inc."
0060N5-E,05W97B-E,"Meijer, Inc."
06QQZC-E,05W97B-E,"Meijer, Inc."
05M7YF-E,05W97B-E,"Meijer, Inc."
006BTC-E,05W97B-E,"Meijer, Inc."
05K1WG-E,05W97B-E,"Meijer, Inc."
05MD8L-E,005S78-E,"Handylab, Inc."
05GQ11-E,005S78-E,"Handylab, Inc."
061F8R-E,005S78-E,"Handylab, Inc."
06T91V-E,005S78-E,"Handylab, Inc."
05FM7M-E,005S78-E,"Handylab, Inc."
06T93W-E,005S78-E,"Handylab, Inc."
06CNSZ-E,06WZ1K-E,"Cerenis Therapeutics, Inc."
06B97X-E,06WZ1K-E,"Cerenis Therapeutics, Inc."
063G0G-E,06WZ1K-E,"Cerenis Therapeutics, Inc."
063234-E,06WZ1K-E,"Cerenis Therapeutics, Inc."
004ZHD-E,06WZ1K-E,"Cerenis Therapeutics, Inc."
0C682Z-E,06WZ1K-E,"Cerenis Therapeutics, Inc."
06M2ND-E,0013VJ-E,First Mercury Financial
062MNF-E,0013VJ-E,First Mercury Financial
062FM2-E,0013VJ-E,First Mercury Financial
001HRC-E,0013VJ-E,First Mercury Financial
0DHF5J-E,0013VJ-E,First Mercury Financial
06M2NH-E,0013VJ-E,First Mercury Financial
09K0BJ-E,064G2T-E,"ForeSee Results, Inc."
06M4GH-E,064G2T-E,"ForeSee Results, Inc."
0694ZH-E,064G2T-E,"ForeSee Results, Inc."
0694Z7-E,064G2T-E,"ForeSee Results, Inc."
05FC17-E,064G2T-E,"ForeSee Results, Inc."
06FYJ4-E,064G2T-E,"ForeSee Results, Inc."
0D686V-E,0CMDPT-E,First Federal of Northern Michigan
006G8B-E,0CMDPT-E,First Federal of Northern Michigan
0073LM-E,0CMDPT-E,First Federal of Northern Michigan
004WY5-E,0CMDPT-E,First Federal of Northern Michigan
006DLP-E,0CMDPT-E,First Federal of Northern Michigan
0073M0-E,0CMDPT-E,First Federal of Northern Michigan
0DD7WH-E,06VKQ7-E,Community Shores Bank
006X1Q-E,06VKQ7-E,Community Shores Bank
006X1W-E,06VKQ7-E,Community Shores Bank
006X23-E,06VKQ7-E,Community Shores Bank
0BK651-E,06VKQ7-E,Community Shores Bank
06MM2Q-E,06VKQ7-E,Community Shores Bank
001SVT-E,05SKRX-E,"Cooper-Standard Automotive, Inc."
06NB9T-E,05SKRX-E,"Cooper-Standard Automotive, Inc."
05F430-E,05SKRX-E,"Cooper-Standard Automotive, Inc."
05J97M-E,05SKRX-E,"Cooper-Standard Automotive, Inc."
05DYVT-E,05SKRX-E,"Cooper-Standard Automotive, Inc."
003RH5-E,05S3DY-E,Sturgis Bank & Trust Co.
05J4MZ-E,05S3DY-E,Sturgis Bank & Trust Co.
05YPL1-E,05S3DY-E,Sturgis Bank & Trust Co.
05YPL3-E,05S3DY-E,Sturgis Bank & Trust Co.
005QWH-E,05S3DY-E,Sturgis Bank & Trust Co.
00683Q-E,06P2KN-E,Fremont Insurance Co.
00683X-E,06P2KN-E,Fremont Insurance Co.
001DSL-E,06P2KN-E,Fremont Insurance Co.
006842-E,06P2KN-E,Fremont Insurance Co.
006845-E,06P2KN-E,Fremont Insurance Co.
00BX2Q-E,079GMF-E,"Endra, Inc."
008GM9-E,079GMF-E,"Endra, Inc."
065ZZ8-E,079GMF-E,"Endra, Inc."
00BX3T-E,079GMF-E,"Endra, Inc."
0626TR-E,079GMF-E,"Endra, Inc."
05F5L0-E,06HLLZ-E,"Plex Systems, Inc."
0011N0-E,06HLLZ-E,"Plex Systems, Inc."
06VF3P-E,06HLLZ-E,"Plex Systems, Inc."
05G115-E,06HLLZ-E,"Plex Systems, Inc."
